# generated from db/map.db — do not edit by hand
# metres from the map's SOUTH-WEST corner, x east, y north
# rivers and brooks as drawn lines, half_w_m = half the channel's
# width at the point. A road crosses the RIVER only at a bridge, a
# dam or a point with mark=ford; a BROOK is fordable anywhere (human,
# 25 September 2026: «Через ручьи есть броды этого достаточно» — the
# rule is a STUB until a brook grows a steep or deep stretch), and
# a stone arch carries the road where the map already has one.
line,kind,seq,x_m,y_m,half_w_m,mark
brook,brook,521,3497.0,3623.6,0.76,
brook,brook,522,3499.5,3623.9,0.76,
brook,brook,523,3502.0,3624.2,0.76,
brook,brook,524,3504.4,3624.7,0.76,
brook,brook,525,3506.9,3625.1,0.76,
brook,brook,526,3509.3,3625.7,0.76,
brook,brook,527,3511.7,3626.4,0.76,
brook,brook,528,3514.0,3627.2,0.76,
brook,brook,529,3516.3,3628.1,0.76,
brook,brook,530,3518.5,3629.1,0.76,
brook,brook,531,3520.8,3630.2,0.76,
brook,brook,532,3523.0,3631.3,0.76,
brook,brook,533,3525.2,3632.5,0.76,
brook,brook,534,3527.4,3633.7,0.76,
brook,brook,535,3529.5,3635.0,0.77,
brook,brook,536,3531.7,3636.3,0.77,
brook,brook,537,3533.9,3637.6,0.77,
brook,brook,538,3536.0,3638.9,0.77,
brook,brook,539,3538.2,3640.2,0.77,
brook,brook,540,3540.3,3641.6,0.77,
brook,brook,541,3542.5,3642.9,0.77,
brook,brook,542,3544.6,3644.1,0.77,
brook,brook,543,3546.8,3645.4,0.77,
brook,brook,544,3549.0,3646.6,0.77,
brook,brook,545,3551.2,3647.7,0.77,
brook,brook,546,3553.4,3648.8,0.78,
brook,brook,547,3555.7,3649.9,0.78,
brook,brook,548,3558.0,3650.8,0.78,
brook,brook,549,3560.3,3651.7,0.78,
brook,brook,550,3562.6,3652.5,0.78,
brook,brook,551,3565.0,3653.1,0.78,
brook,brook,552,3567.4,3653.7,0.78,
brook,brook,553,3569.9,3654.2,0.78,
brook,brook,554,3572.3,3654.5,0.78,
brook,brook,555,3574.8,3654.8,0.78,
brook,brook,556,3577.4,3655.0,0.78,
brook,brook,557,3580.0,3655.1,0.78,
brook,brook,558,3582.6,3655.1,0.78,
brook,brook,559,3585.2,3655.1,0.78,
brook,brook,560,3587.8,3655.0,0.78,
brook,brook,561,3590.5,3654.9,0.78,
brook,brook,562,3593.1,3654.8,0.78,
brook,brook,563,3595.8,3654.5,0.78,
brook,brook,564,3598.5,3654.3,0.79,
brook,brook,565,3601.2,3654.1,0.79,
brook,brook,566,3603.9,3653.8,0.79,
brook,brook,567,3606.6,3653.5,0.79,
brook,brook,568,3609.3,3653.2,0.79,
brook,brook,569,3612.0,3652.9,0.79,
brook,brook,570,3614.7,3652.6,0.79,
brook,brook,571,3617.4,3652.3,0.79,
brook,brook,572,3620.1,3652.0,0.79,
brook,brook,573,3622.8,3651.8,0.79,
brook,brook,574,3625.5,3651.6,0.79,
brook,brook,575,3628.2,3651.4,0.79,
brook,brook,576,3630.8,3651.3,0.79,
brook,brook,577,3633.4,3651.2,0.79,
brook,brook,578,3636.0,3651.2,0.79,
brook,brook,579,3638.6,3651.2,0.79,
brook,brook,580,3641.2,3651.3,0.79,
brook,brook,581,3643.8,3651.4,0.79,
brook,brook,582,3646.4,3651.5,0.79,
brook,brook,583,3648.9,3651.7,0.79,
brook,brook,584,3651.5,3651.8,0.79,
brook,brook,585,3654.0,3651.9,0.79,
brook,brook,586,3656.6,3652.1,0.79,
brook,brook,587,3659.2,3652.2,0.79,
brook,brook,588,3661.8,3652.3,0.80,
brook,brook,589,3664.3,3652.4,0.80,
brook,brook,590,3666.9,3652.4,0.80,
brook,brook,591,3669.5,3652.4,0.80,
brook,brook,592,3672.2,3652.3,0.80,
brook,brook,593,3674.8,3652.2,0.80,
brook,brook,594,3677.5,3651.9,0.80,
brook,brook,595,3680.1,3651.7,0.80,
brook,brook,596,3682.9,3651.3,0.80,
brook,brook,597,3685.6,3650.8,0.80,
brook,brook,598,3688.4,3650.3,0.80,
brook,brook,599,3691.2,3649.6,0.80,
brook,brook,600,3694.0,3648.8,0.80,
brook,brook,601,3696.9,3647.8,0.80,
brook,brook,602,3700.0,3646.6,0.80,
brook,brook,603,3703.1,3645.1,0.80,
brook,brook,604,3706.4,3643.4,0.80,
brook,brook,605,3709.7,3641.6,0.80,
brook,brook,606,3713.1,3639.6,0.80,
brook,brook,607,3716.5,3637.5,0.80,
brook,brook,608,3720.0,3635.3,0.80,
brook,brook,609,3723.5,3633.0,0.80,
brook,brook,610,3727.0,3630.7,0.80,
brook,brook,611,3730.4,3628.4,0.80,
brook,brook,612,3733.9,3626.2,0.81,
brook,brook,613,3737.3,3623.9,0.81,
brook,brook,614,3740.7,3621.8,0.81,
brook,brook,615,3743.9,3619.7,0.81,
brook,brook,616,3747.1,3617.8,0.81,
brook,brook,617,3750.2,3616.0,0.81,
brook,brook,618,3753.2,3614.5,0.81,
brook,brook,619,3756.1,3613.1,0.81,
brook,brook,620,3758.8,3612.0,0.81,
brook,brook,621,3761.3,3611.1,0.81,
brook,brook,622,3763.7,3610.6,0.81,
brook,brook,623,3765.8,3610.4,0.81,
brook,brook,624,3767.8,3610.5,0.81,
brook,brook,625,3769.6,3610.9,0.81,
brook,brook,626,3771.2,3611.6,0.81,
brook,brook,627,3772.6,3612.5,0.81,
brook,brook,628,3773.9,3613.7,0.81,
brook,brook,629,3775.0,3615.0,0.81,
brook,brook,630,3776.0,3616.6,0.81,
brook,brook,631,3776.9,3618.3,0.81,
brook,brook,632,3777.6,3620.2,0.81,
brook,brook,633,3778.3,3622.3,0.81,
brook,brook,634,3778.8,3624.5,0.81,
brook,brook,635,3779.3,3626.8,0.81,
brook,brook,636,3779.8,3629.3,0.81,
brook,brook,637,3780.1,3631.8,0.81,
brook,brook,638,3780.4,3634.5,0.81,
brook,brook,639,3780.7,3637.2,0.82,
brook,brook,640,3780.9,3640.1,0.82,
brook,brook,641,3781.2,3643.0,0.82,
brook,brook,642,3781.4,3645.9,0.82,
brook,brook,643,3781.6,3648.9,0.82,
brook,brook,644,3781.9,3651.8,0.82,
brook,brook,645,3782.1,3654.9,0.82,
brook,brook,646,3782.4,3657.9,0.82,
brook,brook,647,3782.8,3660.8,0.82,
brook,brook,648,3783.2,3663.8,0.82,
brook,brook,649,3783.6,3666.8,0.82,
brook,brook,650,3784.0,3670.0,0.82,
brook,brook,651,3784.3,3673.3,0.82,
brook,brook,652,3784.6,3676.7,0.82,
brook,brook,653,3784.9,3680.3,0.82,
brook,brook,654,3785.1,3683.9,0.82,
brook,brook,655,3785.4,3687.7,0.83,
brook,brook,656,3785.6,3691.5,0.83,
brook,brook,657,3785.7,3695.3,0.83,
brook,brook,658,3785.9,3699.3,0.83,
brook,brook,659,3786.1,3703.2,0.83,
brook,brook,660,3786.2,3707.2,0.83,
brook,brook,661,3786.4,3711.1,0.83,
brook,brook,662,3786.5,3715.1,0.83,
brook,brook,663,3786.7,3719.1,0.83,
brook,brook,664,3786.9,3723.0,0.83,
brook,brook,665,3787.0,3726.9,0.83,
brook,brook,666,3787.2,3730.7,0.84,
brook,brook,667,3787.5,3734.5,0.84,
brook,brook,668,3787.7,3738.2,0.84,
brook,brook,669,3788.0,3741.7,0.84,
brook,brook,670,3788.3,3745.2,0.84,
brook,brook,671,3788.6,3748.6,0.84,
brook,brook,672,3789.0,3751.8,0.84,
brook,brook,673,3789.4,3755.0,0.84,
brook,brook,674,3789.7,3758.1,0.84,
brook,brook,675,3790.0,3761.2,0.84,
brook,brook,676,3790.3,3764.4,0.84,
brook,brook,677,3790.5,3767.5,0.84,
brook,brook,678,3790.7,3770.6,0.84,
brook,brook,679,3791.0,3773.6,0.84,
brook,brook,680,3791.2,3776.6,0.84,
brook,brook,681,3791.5,3779.6,0.84,
brook,brook,682,3791.7,3782.5,0.84,
brook,brook,683,3792.0,3785.4,0.85,
brook,brook,684,3792.4,3788.2,0.85,
brook,brook,685,3792.7,3790.9,0.85,
brook,brook,686,3793.2,3793.6,0.85,
brook,brook,687,3793.7,3796.2,0.85,
brook,brook,688,3794.3,3798.7,0.85,
brook,brook,689,3794.9,3801.1,0.85,
brook,brook,690,3795.7,3803.5,0.85,
brook,brook,691,3796.5,3805.7,0.85,
brook,brook,692,3797.5,3807.8,0.85,
brook,brook,693,3798.5,3809.9,0.85,
brook,brook,694,3799.7,3811.8,0.85,
brook,brook,695,3801.0,3813.5,0.85,
brook,brook,696,3802.5,3815.2,0.85,
brook,brook,697,3804.1,3816.8,0.85,
brook,brook,698,3805.8,3818.2,0.85,
brook,brook,699,3807.7,3819.6,0.85,
brook,brook,700,3809.7,3820.9,0.85,
brook,brook,701,3811.7,3822.1,0.85,
brook,brook,702,3813.9,3823.2,0.85,
brook,brook,703,3816.2,3824.2,0.85,
brook,brook,704,3818.6,3825.2,0.85,
brook,brook,705,3821.0,3826.0,0.85,
brook,brook,706,3823.5,3826.8,0.85,
brook,brook,707,3826.1,3827.4,0.85,
brook,brook,708,3828.8,3828.0,0.85,
brook,brook,709,3831.5,3828.5,0.86,
brook,brook,710,3834.2,3828.9,0.86,
brook,brook,711,3837.0,3829.3,0.86,
brook,brook,712,3839.8,3829.5,0.86,
brook,brook,713,3842.7,3829.7,0.86,
brook,brook,714,3845.5,3829.7,0.86,
brook,brook,715,3848.4,3829.7,0.86,
brook,brook,716,3851.3,3829.6,0.86,
brook,brook,717,3854.1,3829.4,0.86,
brook,brook,718,3857.0,3829.1,0.86,
brook,brook,719,3859.8,3828.8,0.86,
brook,brook,720,3862.6,3828.3,0.86,
brook,brook,721,3865.4,3827.7,0.86,
brook,brook,722,3868.3,3826.9,0.86,
brook,brook,723,3871.2,3826.0,0.86,
brook,brook,724,3874.1,3825.0,0.86,
brook,brook,725,3877.1,3823.8,0.86,
brook,brook,726,3880.1,3822.4,0.86,
brook,brook,727,3883.2,3821.0,0.86,
brook,brook,728,3886.3,3819.5,0.86,
brook,brook,729,3889.4,3817.8,0.86,
brook,brook,730,3892.5,3816.1,0.86,
brook,brook,731,3895.6,3814.4,0.86,
brook,brook,732,3898.8,3812.6,0.86,
brook,brook,733,3901.9,3810.7,0.87,
brook,brook,734,3905.1,3808.8,0.87,
brook,brook,735,3908.3,3806.9,0.87,
brook,brook,736,3911.4,3805.0,0.87,
brook,brook,737,3914.6,3803.1,0.87,
brook,brook,738,3917.8,3801.3,0.87,
brook,brook,739,3920.9,3799.4,0.87,
brook,brook,740,3924.0,3797.7,0.87,
brook,brook,741,3927.2,3795.9,0.87,
brook,brook,742,3930.3,3794.3,0.87,
brook,brook,743,3933.3,3792.7,0.87,
brook,brook,744,3936.4,3791.2,0.87,
brook,brook,745,3939.4,3789.7,0.87,
brook,brook,746,3942.5,3788.2,0.87,
brook,brook,747,3945.6,3786.6,0.87,
brook,brook,748,3948.7,3785.0,0.87,
brook,brook,749,3951.8,3783.3,0.87,
brook,brook,750,3954.9,3781.6,0.87,
brook,brook,751,3958.0,3780.0,0.87,
brook,brook,752,3961.1,3778.3,0.87,
brook,brook,753,3964.2,3776.6,0.87,
brook,brook,754,3967.3,3774.9,0.87,
brook,brook,755,3970.3,3773.3,0.87,
brook,brook,756,3973.4,3771.7,0.87,
brook,brook,757,3976.5,3770.1,0.88,
brook,brook,758,3979.5,3768.6,0.88,
brook,brook,759,3982.5,3767.2,0.88,
brook,brook,760,3985.5,3765.9,0.88,
brook,brook,761,3988.5,3764.7,0.88,
brook,brook,762,3991.5,3763.5,0.88,
brook,brook,763,3994.4,3762.5,0.88,
brook,brook,764,3997.3,3761.6,0.88,
brook,brook,765,4000.1,3760.9,0.88,
brook,brook,766,4002.9,3760.3,0.88,
brook,brook,767,4005.7,3759.8,0.88,
brook,brook,768,4008.4,3759.5,0.88,
brook,brook,769,4011.1,3759.4,0.88,
brook,brook,770,4013.7,3759.6,0.88,
brook,brook,771,4016.2,3760.0,0.88,
brook,brook,772,4018.7,3760.7,0.88,
brook,brook,773,4021.1,3761.5,0.88,
brook,brook,774,4023.5,3762.4,0.88,
brook,brook,775,4025.8,3763.6,0.89,
brook,brook,776,4028.1,3764.8,0.89,
brook,brook,777,4030.4,3766.1,0.89,
brook,brook,778,4032.6,3767.5,0.89,
brook,brook,779,4034.9,3768.9,0.89,
brook,brook,780,4037.1,3770.4,0.89,
brook,brook,781,4039.4,3771.9,0.89,
brook,brook,782,4041.6,3773.3,0.89,
brook,brook,783,4043.9,3774.7,0.89,
brook,brook,784,4046.2,3776.0,0.89,
brook,brook,785,4048.5,3777.2,0.89,
brook,brook,786,4050.8,3778.3,0.90,
brook,brook,787,4053.2,3779.3,0.90,
brook,brook,788,4055.6,3780.1,0.90,
brook,brook,789,4058.1,3780.7,0.90,
brook,brook,790,4060.6,3781.1,0.90,
brook,brook,791,4063.2,3781.3,0.90,
brook,brook,792,4065.9,3781.2,0.90,
brook,brook,793,4068.6,3780.8,0.90,
brook,brook,794,4071.5,3780.1,0.90,
brook,brook,795,4074.4,3779.0,0.90,
brook,brook,796,4077.4,3777.8,0.90,
brook,brook,797,4080.4,3776.3,0.90,
brook,brook,798,4083.5,3774.5,0.90,
brook,brook,799,4086.7,3772.7,0.90,
brook,brook,800,4089.9,3770.7,0.90,
brook,brook,801,4093.1,3768.6,0.90,
brook,brook,802,4096.3,3766.4,0.90,
brook,brook,803,4099.5,3764.3,0.91,
brook,brook,804,4102.8,3762.1,0.91,
brook,brook,805,4106.0,3760.0,0.91,
brook,brook,806,4109.2,3757.9,0.91,
brook,brook,807,4112.3,3756.0,0.91,
brook,brook,808,4115.5,3754.1,0.91,
brook,brook,809,4118.6,3752.5,0.91,
brook,brook,810,4121.6,3751.1,0.91,
brook,brook,811,4124.6,3749.9,0.91,
brook,brook,812,4127.5,3748.9,0.91,
brook,brook,813,4130.3,3748.3,0.91,
brook,brook,814,4133.0,3748.0,0.91,
brook,brook,815,4135.6,3748.1,0.91,
brook,brook,816,4138.1,3748.6,0.91,
brook,brook,817,4140.5,3749.5,0.91,
brook,brook,818,4142.7,3750.9,0.91,
brook,brook,819,4144.9,3752.7,0.91,
brook,brook,820,4146.9,3754.9,0.91,
brook,brook,821,4148.9,3757.4,0.91,
brook,brook,822,4150.8,3760.2,0.91,
brook,brook,823,4152.6,3763.2,0.91,
brook,brook,824,4154.4,3766.5,0.91,
brook,brook,825,4156.1,3769.9,0.91,
brook,brook,826,4157.7,3773.5,0.91,
brook,brook,827,4159.4,3777.1,0.91,
brook,brook,828,4161.0,3780.8,0.91,
brook,brook,829,4162.6,3784.6,0.92,
brook,brook,830,4164.3,3788.3,0.92,
brook,brook,831,4165.9,3791.9,0.92,
brook,brook,832,4167.6,3795.4,0.92,
brook,brook,833,4169.3,3798.8,0.92,
brook,brook,834,4171.1,3802.0,0.92,
brook,brook,835,4172.9,3805.0,0.92,
brook,brook,836,4174.9,3807.7,0.92,
brook,brook,837,4176.8,3810.1,0.92,
brook,brook,838,4178.9,3812.1,0.92,
brook,brook,839,4181.1,3813.8,0.92,
brook,brook,840,4183.4,3815.1,0.92,
brook,brook,841,4185.8,3816.0,0.92,
brook,brook,842,4188.3,3816.6,0.92,
brook,brook,843,4190.8,3817.0,0.92,
brook,brook,844,4193.4,3817.2,0.92,
brook,brook,845,4196.1,3817.1,0.92,
brook,brook,846,4198.8,3816.9,0.92,
brook,brook,847,4201.5,3816.4,0.92,
brook,brook,848,4204.3,3815.8,0.92,
brook,brook,849,4207.2,3815.1,0.92,
brook,brook,850,4210.1,3814.2,0.92,
brook,brook,851,4213.0,3813.2,0.92,
brook,brook,852,4215.9,3812.2,0.92,
brook,brook,853,4218.8,3811.0,0.92,
brook,brook,854,4221.8,3809.8,0.93,
brook,brook,855,4224.8,3808.6,0.93,
brook,brook,856,4227.8,3807.3,0.93,
brook,brook,857,4230.8,3806.1,0.93,
brook,brook,858,4233.7,3804.8,0.93,
brook,brook,859,4236.7,3803.6,0.93,
brook,brook,860,4239.7,3802.4,0.93,
brook,brook,861,4242.6,3801.3,0.93,
brook,brook,862,4245.5,3800.3,0.93,
brook,brook,863,4248.4,3799.4,0.93,
brook,brook,864,4251.3,3798.6,0.93,
brook,brook,865,4254.2,3797.8,0.93,
brook,brook,866,4257.0,3796.9,0.93,
brook,brook,867,4260.0,3795.9,0.93,
brook,brook,868,4262.9,3794.9,0.93,
brook,brook,869,4265.8,3793.8,0.93,
brook,brook,870,4268.8,3792.6,0.93,
brook,brook,871,4271.8,3791.4,0.94,
brook,brook,872,4274.7,3790.2,0.94,
brook,brook,873,4277.7,3788.9,0.94,
brook,brook,874,4280.7,3787.7,0.94,
brook,brook,875,4283.6,3786.6,0.94,
brook,brook,876,4286.6,3785.4,0.94,
brook,brook,877,4289.5,3784.3,0.94,
brook,brook,878,4292.5,3783.3,0.94,
brook,brook,879,4295.4,3782.4,0.94,
brook,brook,880,4298.2,3781.5,0.94,
brook,brook,881,4301.1,3780.8,0.95,
brook,brook,882,4303.9,3780.2,0.95,
brook,brook,883,4306.7,3779.8,0.95,
brook,brook,884,4309.4,3779.5,0.95,
brook,brook,885,4312.1,3779.4,0.95,
brook,brook,886,4314.8,3779.4,0.95,
brook,brook,887,4317.4,3779.7,0.95,
brook,brook,888,4319.9,3780.2,0.95,
brook,brook,889,4322.4,3780.9,0.95,
brook,brook,890,4324.9,3781.8,0.95,
brook,brook,891,4327.4,3782.8,0.95,
brook,brook,892,4330.0,3784.1,0.95,
brook,brook,893,4332.4,3785.5,0.95,
brook,brook,894,4334.9,3787.0,0.95,
brook,brook,895,4337.4,3788.7,0.95,
brook,brook,896,4339.8,3790.4,0.95,
brook,brook,897,4342.2,3792.3,0.95,
brook,brook,898,4344.6,3794.3,0.95,
brook,brook,899,4346.9,3796.4,0.95,
brook,brook,900,4349.2,3798.6,0.96,
brook,brook,901,4351.5,3800.9,0.96,
brook,brook,902,4353.7,3803.2,0.96,
brook,brook,903,4355.8,3805.6,0.96,
brook,brook,904,4357.9,3808.0,0.96,
brook,brook,905,4359.9,3810.4,0.96,
brook,brook,906,4361.9,3812.9,0.96,
brook,brook,907,4363.7,3815.4,0.96,
brook,brook,908,4365.5,3817.9,0.96,
brook,brook,909,4367.3,3820.3,0.96,
brook,brook,910,4368.9,3822.8,0.96,
brook,brook,911,4370.4,3825.2,0.96,
brook,brook,912,4371.9,3827.6,0.96,
brook,brook,913,4373.2,3830.0,0.96,
brook,brook,914,4374.5,3832.5,0.96,
brook,brook,915,4375.6,3835.0,0.96,
brook,brook,916,4376.6,3837.5,0.96,
brook,brook,917,4377.5,3840.2,0.96,
brook,brook,918,4378.3,3842.8,0.96,
brook,brook,919,4379.0,3845.5,0.96,
brook,brook,920,4379.7,3848.3,0.96,
brook,brook,921,4380.3,3851.1,0.96,
brook,brook,922,4380.8,3853.9,0.96,
brook,brook,923,4381.3,3856.7,0.96,
brook,brook,924,4381.8,3859.5,0.96,
brook,brook,925,4382.2,3862.4,0.97,
brook,brook,926,4382.6,3865.3,0.97,
brook,brook,927,4383.0,3868.1,0.97,
brook,brook,928,4383.4,3871.0,0.97,
brook,brook,929,4383.8,3873.9,0.97,
brook,brook,930,4384.2,3876.8,0.97,
brook,brook,931,4384.6,3879.6,0.97,
brook,brook,932,4385.1,3882.5,0.97,
brook,brook,933,4385.6,3885.3,0.97,
brook,brook,934,4386.1,3888.1,0.97,
brook,brook,935,4386.7,3890.9,0.97,
brook,brook,936,4387.3,3893.6,0.97,
brook,brook,937,4387.9,3896.4,0.97,
brook,brook,938,4388.5,3899.3,0.97,
brook,brook,939,4388.9,3902.3,0.97,
brook,brook,940,4389.3,3905.4,0.97,
brook,brook,941,4389.7,3908.6,0.97,
brook,brook,942,4390.0,3911.8,0.97,
brook,brook,943,4390.3,3915.0,0.97,
brook,brook,944,4390.6,3918.3,0.97,
brook,brook,945,4390.8,3921.6,0.97,
brook,brook,946,4391.1,3924.8,0.97,
brook,brook,947,4391.5,3928.0,0.98,
brook,brook,948,4391.8,3931.1,0.98,
brook,brook,949,4392.2,3934.2,0.98,
brook,brook,950,4392.7,3937.2,0.98,
brook,brook,951,4393.3,3940.1,0.98,
brook,brook,952,4394.0,3942.8,0.98,
brook,brook,953,4394.7,3945.4,0.98,
brook,brook,954,4395.6,3947.9,0.98,
brook,brook,955,4396.6,3950.1,0.98,
brook,brook,956,4397.8,3952.2,0.98,
brook,brook,957,4399.1,3954.0,0.98,
brook,brook,958,4400.6,3955.6,0.98,
brook,brook,959,4402.2,3957.0,0.98,
brook,brook,960,4404.1,3958.1,0.98,
brook,brook,961,4406.2,3958.9,0.98,
brook,brook,962,4408.4,3959.4,0.98,
brook,brook,963,4410.9,3959.6,0.98,
brook,brook,964,4413.5,3959.6,0.98,
brook,brook,965,4416.3,3959.3,0.98,
brook,brook,966,4419.3,3958.9,0.98,
brook,brook,967,4422.3,3958.2,0.98,
brook,brook,968,4425.5,3957.4,0.98,
brook,brook,969,4428.8,3956.4,0.98,
brook,brook,970,4432.2,3955.3,0.98,
brook,brook,971,4435.7,3954.1,0.98,
brook,brook,972,4439.2,3952.9,0.98,
brook,brook,973,4442.8,3951.5,0.98,
brook,brook,974,4446.4,3950.2,0.99,
brook,brook,975,4450.1,3948.8,0.99,
brook,brook,976,4453.7,3947.4,0.99,
brook,brook,977,4457.4,3946.1,0.99,
brook,brook,978,4461.0,3944.8,0.99,
brook,brook,979,4464.6,3943.6,0.99,
brook,brook,980,4468.1,3942.5,0.99,
brook,brook,981,4471.6,3941.5,0.99,
brook,brook,982,4475.0,3940.6,0.99,
brook,brook,983,4478.3,3939.9,0.99,
brook,brook,984,4481.5,3939.4,0.99,
brook,brook,985,4484.6,3939.0,0.99,
brook,brook,986,4487.8,3938.7,0.99,
brook,brook,987,4490.9,3938.5,0.99,
brook,brook,988,4493.9,3938.4,0.99,
brook,brook,989,4497.0,3938.3,0.99,
brook,brook,990,4500.1,3938.3,0.99,
brook,brook,991,4503.1,3938.3,1.00,
brook,brook,992,4506.2,3938.4,1.00,
brook,brook,993,4509.2,3938.5,1.00,
brook,brook,994,4512.2,3938.6,1.00,
brook,brook,995,4515.3,3938.7,1.00,
brook,brook,996,4518.3,3938.8,1.00,
brook,brook,997,4521.3,3939.0,1.00,
brook,brook,998,4524.4,3939.1,1.00,
brook,brook,999,4527.4,3939.2,1.00,
brook,brook,1000,4530.4,3939.3,1.00,
brook,brook,1001,4533.5,3939.3,1.00,
brook,brook,1002,4536.6,3939.3,1.01,
brook,brook,1003,4539.6,3939.3,1.01,
brook,brook,1004,4542.7,3939.2,1.01,
brook,brook,1005,4545.8,3939.0,1.01,
brook,brook,1006,4549.0,3938.8,1.01,
brook,brook,1007,4552.1,3938.5,1.01,
brook,brook,1008,4555.3,3938.1,1.01,
brook,brook,1009,4558.5,3937.6,1.01,
brook,brook,1010,4561.8,3936.9,1.01,
brook,brook,1011,4565.0,3936.2,1.01,
brook,brook,1012,4568.3,3935.3,1.01,
brook,brook,1013,4571.7,3934.3,1.01,
brook,brook,1014,4575.0,3933.3,1.01,
brook,brook,1015,4578.4,3932.2,1.01,
brook,brook,1016,4581.8,3931.0,1.01,
brook,brook,1017,4585.2,3929.9,1.01,
brook,brook,1018,4588.6,3928.7,1.01,
brook,brook,1019,4592.0,3927.4,1.02,
brook,brook,1020,4595.4,3926.3,1.02,
brook,brook,1021,4598.8,3925.1,1.02,
brook,brook,1022,4602.2,3924.0,1.02,
brook,brook,1023,4605.6,3922.9,1.02,
brook,brook,1024,4608.9,3921.9,1.02,
brook,brook,1025,4612.2,3920.9,1.02,
brook,brook,1026,4615.5,3920.1,1.02,
brook,brook,1027,4618.8,3919.4,1.02,
brook,brook,1028,4622.0,3918.8,1.02,
brook,brook,1029,4625.2,3918.3,1.02,
brook,brook,1030,4628.3,3918.0,1.02,
brook,brook,1031,4631.4,3917.9,1.02,
brook,brook,1032,4634.4,3917.9,1.02,
brook,brook,1033,4637.4,3918.1,1.02,
brook,brook,1034,4640.3,3918.4,1.02,
brook,brook,1035,4643.2,3918.8,1.02,
brook,brook,1036,4646.1,3919.3,1.02,
brook,brook,1037,4649.0,3920.0,1.02,
brook,brook,1038,4651.8,3920.7,1.02,
brook,brook,1039,4654.6,3921.5,1.02,
brook,brook,1040,4657.3,3922.4,1.02,
brook,brook,1041,4660.1,3923.4,1.02,
brook,brook,1042,4662.8,3924.4,1.02,
brook,brook,1043,4665.5,3925.6,1.02,
brook,brook,1044,4668.2,3926.8,1.02,
brook,brook,1045,4670.8,3928.0,1.03,
brook,brook,1046,4673.4,3929.3,1.03,
brook,brook,1047,4676.1,3930.7,1.03,
brook,brook,1048,4678.7,3932.1,1.03,
brook,brook,1049,4681.2,3933.6,1.03,
brook,brook,1050,4683.8,3935.0,1.03,
brook,brook,1051,4686.3,3936.6,1.03,
brook,brook,1052,4688.9,3938.1,1.03,
brook,brook,1053,4691.4,3939.7,1.03,
brook,brook,1054,4693.9,3941.3,1.03,
brook,brook,1055,4696.4,3942.9,1.03,
brook,brook,1056,4698.9,3944.5,1.03,
brook,brook,1057,4701.4,3946.2,1.03,
brook,brook,1058,4703.8,3947.9,1.03,
brook,brook,1059,4706.2,3949.8,1.03,
brook,brook,1060,4708.6,3951.7,1.03,
brook,brook,1061,4711.0,3953.8,1.03,
brook,brook,1062,4713.3,3955.9,1.03,
brook,brook,1063,4715.6,3958.0,1.03,
brook,brook,1064,4717.9,3960.2,1.03,
brook,brook,1065,4720.2,3962.4,1.03,
brook,brook,1066,4722.4,3964.7,1.03,
brook,brook,1067,4724.7,3967.0,1.03,
brook,brook,1068,4726.9,3969.3,1.03,
brook,brook,1069,4729.2,3971.7,1.04,
brook,brook,1070,4731.4,3974.0,1.04,
brook,brook,1071,4733.6,3976.3,1.04,
brook,brook,1072,4735.8,3978.6,1.04,
brook,brook,1073,4738.1,3980.9,1.04,
brook,brook,1074,4740.3,3983.1,1.04,
brook,brook,1075,4742.5,3985.3,1.04,
brook,brook,1076,4744.7,3987.5,1.04,
brook,brook,1077,4747.0,3989.6,1.04,
brook,brook,1078,4749.2,3991.6,1.04,
brook,brook,1079,4751.5,3993.5,1.04,
brook,brook,1080,4753.8,3995.4,1.04,
brook,brook,1081,4756.1,3997.3,1.04,
brook,brook,1082,4758.3,3999.2,1.04,
brook,brook,1083,4760.6,4001.1,1.04,
brook,brook,1084,4762.8,4003.1,1.04,
brook,brook,1085,4765.0,4005.1,1.04,
brook,brook,1086,4767.2,4007.1,1.04,
brook,brook,1087,4769.4,4009.1,1.04,
brook,brook,1088,4771.6,4011.1,1.04,
brook,brook,1089,4773.8,4013.1,1.04,
brook,brook,1090,4776.0,4015.0,1.04,
brook,brook,1091,4778.2,4016.9,1.04,
brook,brook,1092,4780.5,4018.7,1.04,
brook,brook,1093,4782.7,4020.5,1.05,
brook,brook,1094,4784.9,4022.1,1.05,
brook,brook,1095,4787.2,4023.7,1.05,
brook,brook,1096,4789.5,4025.2,1.05,
brook,brook,1097,4791.8,4026.5,1.05,
brook,brook,1098,4794.1,4027.8,1.05,
brook,brook,1099,4796.5,4028.9,1.05,
brook,brook,1100,4798.9,4029.8,1.05,
brook,brook,1101,4801.3,4030.6,1.05,
brook,brook,1102,4803.8,4031.2,1.05,
brook,brook,1103,4806.3,4031.6,1.05,
brook,brook,1104,4808.9,4031.8,1.05,
brook,brook,1105,4811.5,4031.7,1.05,
brook,brook,1106,4814.2,4031.4,1.05,
brook,brook,1107,4816.9,4030.7,1.05,
brook,brook,1108,4819.6,4029.8,1.05,
brook,brook,1109,4822.4,4028.6,1.05,
brook,brook,1110,4825.2,4027.2,1.05,
brook,brook,1111,4828.1,4025.7,1.05,
brook,brook,1112,4831.0,4024.0,1.06,
brook,brook,1113,4833.9,4022.1,1.06,
