# generated from db/map.db — do not edit by hand
# metres from the map's SOUTH-WEST corner, x east, y north
# WHERE A ROAD MAY NOT BE LAID (roads stage 7): water (shallows is
# shelf water, not a ford), forest, groves, old orchards, reserves,
# ruins — each a closed polygon as the plan sheets draw it. THE
# FLOODPLAIN IS DIFFERENT: a dirt road and a path may cross it and go
# under the spring flood (roads.md §9, §11a); gravel, asphalt, an
# upgrade and any unit may not. The whole forest and the whole
# grove are refused, not single trees: a STUB the tracer must say
# aloud. Yard plots are not here — the core knows its own units.
# NO SLOPE: heights live in the layer; «no cliff» is a STUB too.
area,kind,seq,x_m,y_m
forest_hill,forest,705,10775.3,808.7
forest_hill,forest,706,10780.3,808.7
forest_hill,forest,707,10785.4,808.7
forest_hill,forest,708,10790.6,808.7
forest_hill,forest,709,10795.8,808.7
forest_hill,forest,710,10801.1,808.7
forest_hill,forest,711,10806.5,808.7
forest_hill,forest,712,10811.9,808.7
forest_hill,forest,713,10817.3,808.7
forest_hill,forest,714,10822.8,808.7
forest_hill,forest,715,10828.3,808.7
forest_hill,forest,716,10833.9,808.7
forest_hill,forest,717,10839.4,808.7
forest_hill,forest,718,10845.0,808.7
forest_hill,forest,719,10850.5,808.7
forest_hill,forest,720,10856.0,808.7
forest_hill,forest,721,10861.6,808.7
forest_hill,forest,722,10867.3,808.7
forest_hill,forest,723,10873.2,808.7
forest_hill,forest,724,10879.1,808.7
forest_hill,forest,725,10885.2,808.7
forest_hill,forest,726,10891.3,808.7
forest_hill,forest,727,10897.6,808.7
forest_hill,forest,728,10903.9,808.7
forest_hill,forest,729,10910.2,808.7
forest_hill,forest,730,10916.5,808.7
forest_hill,forest,731,10922.9,808.7
forest_hill,forest,732,10929.2,808.7
forest_hill,forest,733,10935.6,808.7
forest_hill,forest,734,10941.9,808.7
forest_hill,forest,735,10948.2,808.7
forest_hill,forest,736,10954.4,808.7
forest_hill,forest,737,10960.5,808.7
forest_hill,forest,738,10966.5,808.7
forest_hill,forest,739,10972.5,808.7
forest_hill,forest,740,10978.3,808.7
forest_hill,forest,741,10983.9,808.7
forest_hill,forest,742,10989.5,808.7
forest_hill,forest,743,10994.8,808.7
forest_hill,forest,744,11000.0,808.7
forest_hill,forest,745,11005.0,808.7
forest_hill,forest,746,11009.9,808.7
forest_hill,forest,747,11014.6,808.7
forest_hill,forest,748,11019.2,808.7
forest_hill,forest,749,11023.7,808.7
forest_hill,forest,750,11028.1,808.7
forest_hill,forest,751,11032.4,808.7
forest_hill,forest,752,11036.6,808.7
forest_hill,forest,753,11040.7,808.7
forest_hill,forest,754,11044.8,808.7
forest_hill,forest,755,11048.8,808.7
forest_hill,forest,756,11052.8,808.7
forest_hill,forest,757,11056.7,808.7
forest_hill,forest,758,11060.6,808.7
forest_hill,forest,759,11064.4,808.7
forest_hill,forest,760,11068.3,808.7
forest_hill,forest,761,11072.2,808.7
forest_hill,forest,762,11076.0,808.7
forest_hill,forest,763,11079.9,808.7
forest_hill,forest,764,11083.8,808.7
forest_hill,forest,765,11087.8,808.7
forest_hill,forest,766,11091.8,808.7
forest_hill,forest,767,11095.9,808.7
forest_hill,forest,768,11100.0,808.7
forest_hill,forest,769,11104.2,808.7
forest_hill,forest,770,11108.3,808.7
forest_hill,forest,771,11112.5,808.7
forest_hill,forest,772,11116.7,808.7
forest_hill,forest,773,11120.8,808.7
forest_hill,forest,774,11125.0,808.7
forest_hill,forest,775,11129.2,808.7
forest_hill,forest,776,11133.3,808.7
forest_hill,forest,777,11137.5,808.7
forest_hill,forest,778,11141.7,808.7
forest_hill,forest,779,11145.8,808.7
forest_hill,forest,780,11150.0,808.7
forest_hill,forest,781,11154.2,808.7
forest_hill,forest,782,11158.3,808.7
forest_hill,forest,783,11162.5,808.7
forest_hill,forest,784,11166.7,808.7
forest_hill,forest,785,11170.8,808.7
forest_hill,forest,786,11175.0,808.7
forest_hill,forest,787,11179.2,808.7
forest_hill,forest,788,11183.3,808.7
forest_hill,forest,789,11187.5,808.7
forest_hill,forest,790,11191.7,808.7
forest_hill,forest,791,11195.8,808.7
forest_hill,forest,792,11200.0,808.7
forest_hill,forest,793,11204.2,808.7
forest_hill,forest,794,11208.3,808.7
forest_hill,forest,795,11212.5,808.7
forest_hill,forest,796,11216.7,808.7
forest_hill,forest,797,11220.8,808.7
forest_hill,forest,798,11225.0,808.7
forest_hill,forest,799,11229.2,808.7
forest_hill,forest,800,11233.3,808.7
forest_hill,forest,801,11237.5,808.7
forest_hill,forest,802,11241.7,808.7
forest_hill,forest,803,11245.8,808.7
forest_hill,forest,804,11250.0,808.7
forest_hill,forest,805,11254.2,808.7
forest_hill,forest,806,11258.3,808.7
forest_hill,forest,807,11262.5,808.7
forest_hill,forest,808,11266.7,808.7
forest_hill,forest,809,11270.8,808.7
forest_hill,forest,810,11275.0,808.7
forest_hill,forest,811,11279.2,808.7
forest_hill,forest,812,11283.3,808.7
forest_hill,forest,813,11287.5,808.7
forest_hill,forest,814,11291.7,808.7
forest_hill,forest,815,11295.8,808.7
forest_hill,forest,816,11300.0,808.7
forest_hill,forest,817,11304.2,808.7
forest_hill,forest,818,11308.3,808.7
forest_hill,forest,819,11312.5,808.7
forest_hill,forest,820,11316.7,808.7
forest_hill,forest,821,11320.8,808.7
forest_hill,forest,822,11325.0,808.7
forest_hill,forest,823,11329.2,808.7
forest_hill,forest,824,11333.3,808.7
forest_hill,forest,825,11337.5,808.7
forest_hill,forest,826,11341.7,808.7
forest_hill,forest,827,11345.8,808.7
forest_hill,forest,828,11350.0,808.7
forest_hill,forest,829,11354.2,808.7
forest_hill,forest,830,11358.3,808.7
forest_hill,forest,831,11362.5,808.7
forest_hill,forest,832,11366.7,808.7
forest_hill,forest,833,11370.8,808.7
forest_hill,forest,834,11375.0,808.7
forest_hill,forest,835,11379.2,808.7
forest_hill,forest,836,11383.3,808.7
forest_hill,forest,837,11387.5,808.7
forest_hill,forest,838,11391.7,808.7
forest_hill,forest,839,11395.8,808.7
forest_hill,forest,840,11400.0,808.7
forest_hill,forest,841,11404.2,808.7
forest_hill,forest,842,11408.3,808.7
forest_hill,forest,843,11412.5,808.7
forest_hill,forest,844,11416.7,808.7
forest_hill,forest,845,11420.8,808.7
forest_hill,forest,846,11425.0,808.7
forest_hill,forest,847,11429.2,808.7
forest_hill,forest,848,11433.3,808.7
forest_hill,forest,849,11437.5,808.7
forest_hill,forest,850,11441.7,808.7
forest_hill,forest,851,11445.8,808.7
forest_hill,forest,852,11450.0,808.7
forest_hill,forest,853,11454.2,808.7
forest_hill,forest,854,11458.3,808.7
forest_hill,forest,855,11462.5,808.7
forest_hill,forest,856,11466.7,808.7
forest_hill,forest,857,11470.8,808.7
forest_hill,forest,858,11475.0,808.7
forest_hill,forest,859,11479.2,808.7
forest_hill,forest,860,11483.3,808.7
forest_hill,forest,861,11487.5,808.7
forest_hill,forest,862,11491.7,808.7
forest_hill,forest,863,11495.8,808.7
forest_hill,forest,864,11500.0,808.7
forest_hill,forest,865,11504.2,808.7
forest_hill,forest,866,11508.3,808.7
forest_hill,forest,867,11512.5,808.7
forest_hill,forest,868,11516.7,808.7
forest_hill,forest,869,11520.8,808.7
forest_hill,forest,870,11525.0,808.7
forest_hill,forest,871,11529.2,808.7
forest_hill,forest,872,11533.3,808.7
forest_hill,forest,873,11537.5,808.7
forest_hill,forest,874,11541.7,808.7
forest_hill,forest,875,11545.8,808.7
forest_hill,forest,876,11550.0,808.7
forest_hill,forest,877,11554.2,808.7
forest_hill,forest,878,11558.3,808.7
forest_hill,forest,879,11562.5,808.7
forest_hill,forest,880,11566.7,808.7
forest_hill,forest,881,11570.8,808.7
forest_hill,forest,882,11575.0,808.7
forest_hill,forest,883,11579.2,808.7
forest_hill,forest,884,11583.3,808.7
forest_hill,forest,885,11587.5,808.7
forest_hill,forest,886,11591.7,808.7
forest_hill,forest,887,11595.8,808.7
forest_hill,forest,888,11600.0,808.7
forest_hill,forest,889,11604.2,808.7
forest_hill,forest,890,11608.4,808.7
forest_hill,forest,891,11612.7,808.7
forest_hill,forest,892,11616.9,808.7
forest_hill,forest,893,11621.2,808.7
forest_hill,forest,894,11625.5,808.7
forest_hill,forest,895,11629.9,808.7
forest_hill,forest,896,11634.2,808.7
forest_hill,forest,897,11638.5,808.7
forest_hill,forest,898,11642.8,808.7
forest_hill,forest,899,11647.1,808.7
forest_hill,forest,900,11651.4,808.7
forest_hill,forest,901,11655.7,808.7
forest_hill,forest,902,11660.0,808.7
forest_hill,forest,903,11664.2,808.7
forest_hill,forest,904,11668.4,808.7
forest_hill,forest,905,11672.5,808.7
forest_hill,forest,906,11676.6,808.7
forest_hill,forest,907,11680.7,808.7
forest_hill,forest,908,11684.7,808.7
forest_hill,forest,909,11688.6,808.7
forest_hill,forest,910,11692.5,808.7
forest_hill,forest,911,11696.3,808.7
forest_hill,forest,912,11700.0,808.7
forest_hill,forest,913,11703.7,808.7
forest_hill,forest,914,11707.6,808.8
forest_hill,forest,915,11711.4,808.9
forest_hill,forest,916,11715.4,809.0
forest_hill,forest,917,11719.3,809.2
forest_hill,forest,918,11723.3,809.4
forest_hill,forest,919,11727.3,809.6
forest_hill,forest,920,11731.2,809.8
forest_hill,forest,921,11735.1,810.0
forest_hill,forest,922,11739.0,810.2
forest_hill,forest,923,11742.8,810.3
forest_hill,forest,924,11746.4,810.5
forest_hill,forest,925,11750.0,810.6
forest_hill,forest,926,11753.5,810.7
forest_hill,forest,927,11756.8,810.8
forest_hill,forest,928,11759.9,810.8
forest_hill,forest,929,11762.8,810.8
forest_hill,forest,930,11765.6,810.7
forest_hill,forest,931,11768.1,810.6
forest_hill,forest,932,11770.4,810.4
forest_hill,forest,933,11772.5,810.1
forest_hill,forest,934,11774.2,809.7
forest_hill,forest,935,11775.7,809.2
forest_hill,forest,936,11776.9,808.7
forest_hill,forest,937,11777.7,808.1
forest_hill,forest,938,11778.2,807.3
forest_hill,forest,939,11778.4,806.5
forest_hill,forest,940,11778.3,805.6
forest_hill,forest,941,11777.9,804.6
forest_hill,forest,942,11777.2,803.6
forest_hill,forest,943,11776.3,802.5
forest_hill,forest,944,11775.2,801.3
forest_hill,forest,945,11773.9,800.1
forest_hill,forest,946,11772.5,798.8
forest_hill,forest,947,11770.9,797.5
forest_hill,forest,948,11769.3,796.2
forest_hill,forest,949,11767.5,794.8
forest_hill,forest,950,11765.7,793.5
forest_hill,forest,951,11763.8,792.1
forest_hill,forest,952,11761.9,790.7
forest_hill,forest,953,11760.0,789.3
forest_hill,forest,954,11758.2,787.9
forest_hill,forest,955,11756.4,786.5
forest_hill,forest,956,11754.6,785.2
forest_hill,forest,957,11753.0,783.8
forest_hill,forest,958,11751.5,782.5
forest_hill,forest,959,11750.2,781.2
forest_hill,forest,960,11749.0,780.0
forest_hill,forest,961,11747.9,778.8
forest_hill,forest,962,11746.8,777.6
forest_hill,forest,963,11745.8,776.3
forest_hill,forest,964,11744.7,775.1
forest_hill,forest,965,11743.6,773.9
forest_hill,forest,966,11742.5,772.6
forest_hill,forest,967,11741.5,771.4
forest_hill,forest,968,11740.4,770.1
forest_hill,forest,969,11739.4,768.9
forest_hill,forest,970,11738.3,767.6
forest_hill,forest,971,11737.3,766.4
forest_hill,forest,972,11736.3,765.1
forest_hill,forest,973,11735.3,763.9
forest_hill,forest,974,11734.3,762.6
forest_hill,forest,975,11733.3,761.4
forest_hill,forest,976,11732.3,760.1
forest_hill,forest,977,11731.3,758.9
forest_hill,forest,978,11730.4,757.7
forest_hill,forest,979,11729.4,756.5
forest_hill,forest,980,11728.5,755.3
forest_hill,forest,981,11727.6,754.1
forest_hill,forest,982,11726.7,752.9
forest_hill,forest,983,11725.8,751.8
forest_hill,forest,984,11725.0,750.6
forest_hill,forest,985,11724.2,749.5
forest_hill,forest,986,11723.4,748.4
forest_hill,forest,987,11722.6,747.4
forest_hill,forest,988,11721.9,746.3
forest_hill,forest,989,11721.1,745.4
forest_hill,forest,990,11720.4,744.4
forest_hill,forest,991,11719.8,743.4
forest_hill,forest,992,11719.1,742.5
forest_hill,forest,993,11718.4,741.6
forest_hill,forest,994,11717.8,740.6
forest_hill,forest,995,11717.2,739.7
forest_hill,forest,996,11716.5,738.8
forest_hill,forest,997,11715.9,737.8
forest_hill,forest,998,11715.3,736.8
forest_hill,forest,999,11714.7,735.9
forest_hill,forest,1000,11714.1,734.8
forest_hill,forest,1001,11713.4,733.8
forest_hill,forest,1002,11712.8,732.7
forest_hill,forest,1003,11712.1,731.5
forest_hill,forest,1004,11711.5,730.3
forest_hill,forest,1005,11710.8,729.1
forest_hill,forest,1006,11710.1,727.8
forest_hill,forest,1007,11709.4,726.4
forest_hill,forest,1008,11708.7,725.0
forest_hill,forest,1009,11708.0,723.6
forest_hill,forest,1010,11707.2,722.1
forest_hill,forest,1011,11706.5,720.7
forest_hill,forest,1012,11705.7,719.4
forest_hill,forest,1013,11705.0,718.0
forest_hill,forest,1014,11704.2,716.6
forest_hill,forest,1015,11703.5,715.3
forest_hill,forest,1016,11702.7,713.8
forest_hill,forest,1017,11702.0,712.4
forest_hill,forest,1018,11701.2,710.9
forest_hill,forest,1019,11700.4,709.4
forest_hill,forest,1020,11699.7,707.8
forest_hill,forest,1021,11698.9,706.1
forest_hill,forest,1022,11698.1,704.3
forest_hill,forest,1023,11697.3,702.5
forest_hill,forest,1024,11696.5,700.5
forest_hill,forest,1025,11695.7,698.5
forest_hill,forest,1026,11694.8,696.3
forest_hill,forest,1027,11694.0,694.0
forest_hill,forest,1028,11693.1,691.5
forest_hill,forest,1029,11692.3,688.9
forest_hill,forest,1030,11691.4,686.1
forest_hill,forest,1031,11690.5,683.1
forest_hill,forest,1032,11689.6,680.0
forest_hill,forest,1033,11688.7,676.6
forest_hill,forest,1034,11687.7,672.9
forest_hill,forest,1035,11686.8,669.0
forest_hill,forest,1036,11685.8,664.8
forest_hill,forest,1037,11684.8,660.4
forest_hill,forest,1038,11683.8,655.8
forest_hill,forest,1039,11682.7,651.0
forest_hill,forest,1040,11681.7,646.1
forest_hill,forest,1041,11680.6,641.1
forest_hill,forest,1042,11679.6,636.0
forest_hill,forest,1043,11678.5,630.8
forest_hill,forest,1044,11677.4,625.6
forest_hill,forest,1045,11676.3,620.4
forest_hill,forest,1046,11675.3,615.2
forest_hill,forest,1047,11674.2,610.1
forest_hill,forest,1048,11673.1,605.0
forest_hill,forest,1049,11672.1,600.0
forest_hill,forest,1050,11671.0,595.2
forest_hill,forest,1051,11670.0,590.4
forest_hill,forest,1052,11669.0,585.9
forest_hill,forest,1053,11668.0,581.6
forest_hill,forest,1054,11667.0,577.4
forest_hill,forest,1055,11666.0,573.6
forest_hill,forest,1056,11665.1,570.0
forest_hill,forest,1057,11664.2,566.7
forest_hill,forest,1058,11663.4,563.7
forest_hill,forest,1059,11662.7,561.0
forest_hill,forest,1060,11662.0,558.5
forest_hill,forest,1061,11661.4,556.2
forest_hill,forest,1062,11660.9,554.1
forest_hill,forest,1063,11660.3,552.2
forest_hill,forest,1064,11659.8,550.4
forest_hill,forest,1065,11659.3,548.6
forest_hill,forest,1066,11658.8,547.0
forest_hill,forest,1067,11658.2,545.4
forest_hill,forest,1068,11657.7,543.8
forest_hill,forest,1069,11657.1,542.1
forest_hill,forest,1070,11656.4,540.4
forest_hill,forest,1071,11655.7,538.7
forest_hill,forest,1072,11655.0,536.9
forest_hill,forest,1073,11654.1,534.9
forest_hill,forest,1074,11653.2,532.7
forest_hill,forest,1075,11652.1,530.4
forest_hill,forest,1076,11650.9,527.9
forest_hill,forest,1077,11649.6,525.1
forest_hill,forest,1078,11648.2,522.0
forest_hill,forest,1079,11646.6,518.7
forest_hill,forest,1080,11644.9,515.0
forest_hill,forest,1081,11643.0,511.0
forest_hill,forest,1082,11640.9,506.8
forest_hill,forest,1083,11638.7,502.3
forest_hill,forest,1084,11636.3,497.7
forest_hill,forest,1085,11633.7,492.8
forest_hill,forest,1086,11631.1,487.8
forest_hill,forest,1087,11628.3,482.6
forest_hill,forest,1088,11625.5,477.2
forest_hill,forest,1089,11622.6,471.7
forest_hill,forest,1090,11619.6,466.2
forest_hill,forest,1091,11616.5,460.5
forest_hill,forest,1092,11613.4,454.7
forest_hill,forest,1093,11610.3,448.9
forest_hill,forest,1094,11607.1,443.0
forest_hill,forest,1095,11604.0,437.0
forest_hill,forest,1096,11600.8,431.1
forest_hill,forest,1097,11597.7,425.2
forest_hill,forest,1098,11594.6,419.3
forest_hill,forest,1099,11591.6,413.4
forest_hill,forest,1100,11588.6,407.5
forest_hill,forest,1101,11585.7,401.8
forest_hill,forest,1102,11582.9,396.1
forest_hill,forest,1103,11580.2,390.5
forest_hill,forest,1104,11577.6,385.0
forest_hill,forest,1105,11575.1,379.5
forest_hill,forest,1106,11572.5,373.9
forest_hill,forest,1107,11569.9,368.1
forest_hill,forest,1108,11567.4,362.2
forest_hill,forest,1109,11564.8,356.2
forest_hill,forest,1110,11562.3,350.2
forest_hill,forest,1111,11559.8,344.1
forest_hill,forest,1112,11557.3,338.0
forest_hill,forest,1113,11554.8,332.0
forest_hill,forest,1114,11552.3,325.9
forest_hill,forest,1115,11549.9,319.9
forest_hill,forest,1116,11547.5,313.9
forest_hill,forest,1117,11545.1,308.0
forest_hill,forest,1118,11542.8,302.2
forest_hill,forest,1119,11540.5,296.6
forest_hill,forest,1120,11538.3,291.1
forest_hill,forest,1121,11536.1,285.8
forest_hill,forest,1122,11534.0,280.6
forest_hill,forest,1123,11532.0,275.7
forest_hill,forest,1124,11530.0,271.0
forest_hill,forest,1125,11528.1,266.6
forest_hill,forest,1126,11526.3,262.4
forest_hill,forest,1127,11524.6,258.5
forest_hill,forest,1128,11522.9,255.0
forest_hill,forest,1129,11521.3,251.8
forest_hill,forest,1130,11519.9,248.9
forest_hill,forest,1131,11518.6,246.2
forest_hill,forest,1132,11517.3,243.8
forest_hill,forest,1133,11516.2,241.7
forest_hill,forest,1134,11515.1,239.8
forest_hill,forest,1135,11514.1,238.1
forest_hill,forest,1136,11513.2,236.6
forest_hill,forest,1137,11512.3,235.3
forest_hill,forest,1138,11511.5,234.1
forest_hill,forest,1139,11510.7,233.1
forest_hill,forest,1140,11509.9,232.1
forest_hill,forest,1141,11509.2,231.3
forest_hill,forest,1142,11508.4,230.5
forest_hill,forest,1143,11507.7,229.8
forest_hill,forest,1144,11507.0,229.1
forest_hill,forest,1145,11506.2,228.5
forest_hill,forest,1146,11505.5,227.8
forest_hill,forest,1147,11504.7,227.1
forest_hill,forest,1148,11503.9,226.4
forest_hill,forest,1149,11503.0,225.6
forest_hill,forest,1150,11502.1,224.8
forest_hill,forest,1151,11501.1,223.9
forest_hill,forest,1152,11500.0,222.8
forest_hill,forest,1153,11498.9,221.7
forest_hill,forest,1154,11497.7,220.6
forest_hill,forest,1155,11496.6,219.5
forest_hill,forest,1156,11495.4,218.4
forest_hill,forest,1157,11494.1,217.4
forest_hill,forest,1158,11492.9,216.3
forest_hill,forest,1159,11491.6,215.3
forest_hill,forest,1160,11490.3,214.3
forest_hill,forest,1161,11489.1,213.3
forest_hill,forest,1162,11487.8,212.3
forest_hill,forest,1163,11486.4,211.4
forest_hill,forest,1164,11485.1,210.5
forest_hill,forest,1165,11483.8,209.6
forest_hill,forest,1166,11482.5,208.7
forest_hill,forest,1167,11481.2,207.8
forest_hill,forest,1168,11479.9,207.0
forest_hill,forest,1169,11478.6,206.2
forest_hill,forest,1170,11477.3,205.4
forest_hill,forest,1171,11476.0,204.7
forest_hill,forest,1172,11474.8,204.0
forest_hill,forest,1173,11473.6,203.3
forest_hill,forest,1174,11472.3,202.6
forest_hill,forest,1175,11471.2,202.0
forest_hill,forest,1176,11470.0,201.4
forest_hill,forest,1177,11468.9,200.8
forest_hill,forest,1178,11467.7,200.3
forest_hill,forest,1179,11466.6,199.8
forest_hill,forest,1180,11465.5,199.4
forest_hill,forest,1181,11464.5,199.0
forest_hill,forest,1182,11463.4,198.6
forest_hill,forest,1183,11462.3,198.3
forest_hill,forest,1184,11461.3,197.9
forest_hill,forest,1185,11460.3,197.6
forest_hill,forest,1186,11459.2,197.4
forest_hill,forest,1187,11458.2,197.1
forest_hill,forest,1188,11457.2,196.9
forest_hill,forest,1189,11456.2,196.7
forest_hill,forest,1190,11455.2,196.5
forest_hill,forest,1191,11454.2,196.3
forest_hill,forest,1192,11453.1,196.2
forest_hill,forest,1193,11452.1,196.0
forest_hill,forest,1194,11451.1,195.9
forest_hill,forest,1195,11450.1,195.8
forest_hill,forest,1196,11449.1,195.6
forest_hill,forest,1197,11448.1,195.5
forest_hill,forest,1198,11447.1,195.4
forest_hill,forest,1199,11446.0,195.3
forest_hill,forest,1200,11445.0,195.2
forest_hill,forest,1201,11444.0,195.1
forest_hill,forest,1202,11442.9,195.0
forest_hill,forest,1203,11441.9,194.9
forest_hill,forest,1204,11440.8,194.9
forest_hill,forest,1205,11439.8,194.9
forest_hill,forest,1206,11438.8,194.8
forest_hill,forest,1207,11437.7,194.8
forest_hill,forest,1208,11436.7,194.8
forest_hill,forest,1209,11435.6,194.8
forest_hill,forest,1210,11434.6,194.9
forest_hill,forest,1211,11433.5,194.9
forest_hill,forest,1212,11432.5,194.9
forest_hill,forest,1213,11431.5,195.0
forest_hill,forest,1214,11430.4,195.1
forest_hill,forest,1215,11429.4,195.1
forest_hill,forest,1216,11428.3,195.2
forest_hill,forest,1217,11427.3,195.3
forest_hill,forest,1218,11426.2,195.4
forest_hill,forest,1219,11425.2,195.5
forest_hill,forest,1220,11424.2,195.7
forest_hill,forest,1221,11423.1,195.8
forest_hill,forest,1222,11422.1,195.9
forest_hill,forest,1223,11421.0,196.1
forest_hill,forest,1224,11420.0,196.2
forest_hill,forest,1225,11419.0,196.3
forest_hill,forest,1226,11418.1,196.5
forest_hill,forest,1227,11417.2,196.6
forest_hill,forest,1228,11416.4,196.7
forest_hill,forest,1229,11415.6,196.8
forest_hill,forest,1230,11414.8,196.9
forest_hill,forest,1231,11414.1,197.0
forest_hill,forest,1232,11413.3,197.2
forest_hill,forest,1233,11412.6,197.3
forest_hill,forest,1234,11411.9,197.4
forest_hill,forest,1235,11411.1,197.6
forest_hill,forest,1236,11410.3,197.7
forest_hill,forest,1237,11409.5,197.9
forest_hill,forest,1238,11408.6,198.1
forest_hill,forest,1239,11407.7,198.4
forest_hill,forest,1240,11406.7,198.6
forest_hill,forest,1241,11405.6,198.9
forest_hill,forest,1242,11404.4,199.3
forest_hill,forest,1243,11403.1,199.6
forest_hill,forest,1244,11401.8,200.0
forest_hill,forest,1245,11400.3,200.5
forest_hill,forest,1246,11398.7,201.0
forest_hill,forest,1247,11396.9,201.5
forest_hill,forest,1248,11395.0,202.1
forest_hill,forest,1249,11392.9,202.8
forest_hill,forest,1250,11390.6,203.5
forest_hill,forest,1251,11388.2,204.3
forest_hill,forest,1252,11385.6,205.2
forest_hill,forest,1253,11382.8,206.1
forest_hill,forest,1254,11380.0,207.1
forest_hill,forest,1255,11377.0,208.2
forest_hill,forest,1256,11373.9,209.3
forest_hill,forest,1257,11370.7,210.4
forest_hill,forest,1258,11367.5,211.5
forest_hill,forest,1259,11364.2,212.7
forest_hill,forest,1260,11360.9,213.8
forest_hill,forest,1261,11357.6,215.0
forest_hill,forest,1262,11354.3,216.1
forest_hill,forest,1263,11351.0,217.3
forest_hill,forest,1264,11347.8,218.4
forest_hill,forest,1265,11344.6,219.5
forest_hill,forest,1266,11341.4,220.5
forest_hill,forest,1267,11338.4,221.5
forest_hill,forest,1268,11335.5,222.5
forest_hill,forest,1269,11332.6,223.4
forest_hill,forest,1270,11329.9,224.2
forest_hill,forest,1271,11327.4,224.9
forest_hill,forest,1272,11325.0,225.6
forest_hill,forest,1273,11322.8,226.2
forest_hill,forest,1274,11320.6,226.8
forest_hill,forest,1275,11318.6,227.3
forest_hill,forest,1276,11316.6,227.8
forest_hill,forest,1277,11314.7,228.2
forest_hill,forest,1278,11312.9,228.6
forest_hill,forest,1279,11311.1,229.0
forest_hill,forest,1280,11309.4,229.3
forest_hill,forest,1281,11307.8,229.6
forest_hill,forest,1282,11306.2,229.9
forest_hill,forest,1283,11304.6,230.2
forest_hill,forest,1284,11303.1,230.4
forest_hill,forest,1285,11301.6,230.6
forest_hill,forest,1286,11300.1,230.8
forest_hill,forest,1287,11298.7,231.0
forest_hill,forest,1288,11297.2,231.2
forest_hill,forest,1289,11295.8,231.3
forest_hill,forest,1290,11294.3,231.4
forest_hill,forest,1291,11292.8,231.5
forest_hill,forest,1292,11291.3,231.6
forest_hill,forest,1293,11289.8,231.7
forest_hill,forest,1294,11288.2,231.8
forest_hill,forest,1295,11286.6,231.9
forest_hill,forest,1296,11285.0,232.0
forest_hill,forest,1297,11283.4,232.1
forest_hill,forest,1298,11281.8,232.2
forest_hill,forest,1299,11280.3,232.2
forest_hill,forest,1300,11278.9,232.3
forest_hill,forest,1301,11277.5,232.4
forest_hill,forest,1302,11276.2,232.4
forest_hill,forest,1303,11274.8,232.5
forest_hill,forest,1304,11273.5,232.5
forest_hill,forest,1305,11272.2,232.5
forest_hill,forest,1306,11270.9,232.5
forest_hill,forest,1307,11269.5,232.5
forest_hill,forest,1308,11268.1,232.5
forest_hill,forest,1309,11266.7,232.4
forest_hill,forest,1310,11265.2,232.3
forest_hill,forest,1311,11263.7,232.2
forest_hill,forest,1312,11262.0,232.1
forest_hill,forest,1313,11260.3,231.9
forest_hill,forest,1314,11258.5,231.7
forest_hill,forest,1315,11256.6,231.4
forest_hill,forest,1316,11254.6,231.1
forest_hill,forest,1317,11252.4,230.8
forest_hill,forest,1318,11250.1,230.4
forest_hill,forest,1319,11247.6,230.0
forest_hill,forest,1320,11245.0,229.5
forest_hill,forest,1321,11242.2,229.0
forest_hill,forest,1322,11239.1,228.3
forest_hill,forest,1323,11235.8,227.6
forest_hill,forest,1324,11232.4,226.8
forest_hill,forest,1325,11228.7,226.0
forest_hill,forest,1326,11225.0,225.1
forest_hill,forest,1327,11221.1,224.2
forest_hill,forest,1328,11217.0,223.2
forest_hill,forest,1329,11212.9,222.1
forest_hill,forest,1330,11208.8,221.1
forest_hill,forest,1331,11204.6,220.0
forest_hill,forest,1332,11200.3,219.0
forest_hill,forest,1333,11196.1,217.9
forest_hill,forest,1334,11191.8,216.8
forest_hill,forest,1335,11187.7,215.8
forest_hill,forest,1336,11183.5,214.7
forest_hill,forest,1337,11179.5,213.7
forest_hill,forest,1338,11175.5,212.8
forest_hill,forest,1339,11171.7,211.8
forest_hill,forest,1340,11168.0,210.9
forest_hill,forest,1341,11164.4,210.1
forest_hill,forest,1342,11161.1,209.4
forest_hill,forest,1343,11157.9,208.7
forest_hill,forest,1344,11155.0,208.1
forest_hill,forest,1345,11152.3,207.6
forest_hill,forest,1346,11149.7,207.1
forest_hill,forest,1347,11147.2,206.6
forest_hill,forest,1348,11144.9,206.2
forest_hill,forest,1349,11142.7,205.8
forest_hill,forest,1350,11140.6,205.5
forest_hill,forest,1351,11138.6,205.1
forest_hill,forest,1352,11136.7,204.8
forest_hill,forest,1353,11134.8,204.6
forest_hill,forest,1354,11133.1,204.3
forest_hill,forest,1355,11131.3,204.1
forest_hill,forest,1356,11129.7,203.9
forest_hill,forest,1357,11128.1,203.8
forest_hill,forest,1358,11126.5,203.6
forest_hill,forest,1359,11124.9,203.5
forest_hill,forest,1360,11123.3,203.4
forest_hill,forest,1361,11121.8,203.3
forest_hill,forest,1362,11120.2,203.2
forest_hill,forest,1363,11118.6,203.1
forest_hill,forest,1364,11117.0,203.1
forest_hill,forest,1365,11115.3,203.0
forest_hill,forest,1366,11113.6,203.0
forest_hill,forest,1367,11111.8,202.9
forest_hill,forest,1368,11110.0,202.9
forest_hill,forest,1369,11108.2,202.9
